level,n,batch,env,success,obj_x,obj_y,obj_yaw,cab_x,cab_y,cab_yaw,cab_joint_max,cab_yaw_dev,carry_dist
L1,25,3,2,True,0.2146758079528812,0.5282440185546875,-0.7121135783700837,0.9000000000000004,0.0,-3.141592653589793,0.0,0.0,0.8652808742505763
L1,25,3,3,False,0.1756757736206058,0.508793830871582,-0.539206557910885,0.9000000000000004,0.0,-3.141592653589793,0.0,0.0,0.8851648136099223
L1,25,3,4,True,0.2322939872741698,0.5240330696105957,-0.7543512677365285,0.8999999999999999,0.0,-3.141592653589793,0.0,0.0,0.8487885351933836
L1,25,3,5,False,0.1908658981323241,0.5078380107879639,0.0077420153180821,0.8999999999999999,0.0,-3.141592653589793,0.0,0.0,0.8722216573972188
L1,25,3,6,False,0.1989978790283202,0.5316081047058105,-0.7187412633898093,0.8999999999999999,0.0,-3.141592653589793,0.0,0.0,0.8797790350967096
L1,25,3,7,False,0.2590228557586669,0.4907498359680176,0.349256310439507,0.8999999999999999,0.0,-3.141592653589793,0.0,0.0,0.8072713923721134
L1,25,3,8,False,0.2347770273685455,0.4170842170715332,-0.3621537549692187,0.9,0.0,-3.141592653589793,0.0,0.0,0.7851629432460517
L1,25,3,9,True,0.2138380199670791,0.4429689645767212,-0.2532259629001612,0.9,0.0,-3.141592653589793,0.0,0.0,0.8167250249752795
L1,25,3,10,False,0.1895770221948624,0.3696910142898559,0.1363996812037176,0.9,0.0,-3.141592653589793,0.0,0.0,0.8008571991561177
L1,25,3,11,False,0.1864990234375,0.3761601448059082,0.7807949668485585,0.9,0.0,-3.141592653589793,0.0,0.0,0.8065854561644681
L1,25,3,12,False,0.2006877899169921,0.4532580375671386,0.0936101893035868,0.8999999999999999,0.0,-3.141592653589793,0.0,0.0,0.8333549158614201
L1,25,3,13,False,0.168548011779785,0.3646659851074219,-0.1106343730321077,0.8999999999999999,0.0,-3.141592653589793,0.0,0.0,0.8173146834394154
L1,25,3,14,False,0.2512799739837645,0.5327939987182617,0.7345853909468996,0.8999999999999999,0.0,-3.141592653589793,0.0,0.0,0.8394683539149645
L1,25,3,15,False,0.227461004257202,0.5242137908935547,-0.5787851805565151,0.8999999999999999,0.0,-3.141592653589793,0.0,0.0,0.8527067487464389
L1,25,3,16,False,0.2441829681396488,0.50860595703125,-0.6668452231436037,0.9000000000000004,0.0,-3.141592653589793,0.0,0.0,0.8299252971236598
L1,25,3,17,False,0.2527736663818363,0.4117189645767212,-0.719037805940667,0.9000000000000004,0.0,-3.141592653589793,0.0,0.0,0.7670817640388399
L1,25,3,18,False,0.2216300010681156,0.4733619689941406,-0.2073231233240755,0.9000000000000004,0.0,-3.141592653589793,0.0,0.0,0.8271985306689411
